,City,Country,Latitude,Longitude
2952,Takatsuki,Japan,34.8812905,135.6012398
2953,Takoradi,Ghana,4.887401,-1.7519316
2954,Talara,Peru,-4.5796872,-81.2718335
2955,Talca,Chile,-35.4265343,-71.6660322
2956,Talcahuano,Chile,-36.7144863,-73.1141087
2957,Tali,Taiwan,24.0,121.0
2958,Talisay,Philippines,14.0939348,121.0218094
2959,Talkha,Egypt,31.0522251,31.3731608
2960,Tallahassee,United States,30.4380832,-84.2809332
2961,Tallinn,Estonia,59.4372155,24.7453688
2962,Tama,Japan,35.637188,139.443503
2963,Tamale,Ghana,9.4051992,-0.8423986
2964,Taman,Indonesia,-7.3631369,112.675662
2965,Tambaram,India,12.9245279,80.1150525
2966,Tambov,Russia,52.72879,41.45536
2967,Tambun,Indonesia,-6.2641117,107.0712246
2968,Tampa,United States,27.9477595,-82.458444
2969,Tampere,Finland,61.4980214,23.7603118
2970,Tampico,Mexico,22.2157619,-97.8577713
2971,Tandil,Argentina,-37.3282887,-59.1356957
2972,Tando Adam,Pakistan,25.7620954,68.6578079
2973,Tanete,Indonesia,-4.4646902,119.6154056
2974,Tanga,Tanzania,-5.202134,38.2275548
2975,Tangerang,Indonesia,-6.1761924,106.6382161
2976,Tanggu,China,39.0264297,117.634889
2977,Tangier,Morocco,35.7774341,-5.8032309
2978,Tangshan,China,39.6295951,118.1738712
2979,Tanjung Morawa,Indonesia,3.5173404,98.7926727
2980,Tanshui,Taiwan,24.0,121.0
2981,Tanta,Egypt,30.7833666,30.9982536
2982,Tanza,Philippines,14.4006617,120.8572822
2983,Taonan,China,45.446738,122.4936235
2984,Taoyüan,Taiwan,24.9929995,121.3010003
2985,Tapachula,Mexico,14.9258055,-92.3221957
2986,Taranto,Italy,40.5488156,17.0805801
2987,Taraz,Kazakhstan,42.9015945,71.3769302
2988,Targu Mures,Romania,46.5446253,24.561196
2989,Tarhunah,Libya,32.5442945,13.8410701
2990,Tarija,Bolivia,-21.583333,-63.833333
2991,Tarlac,Philippines,15.4937252,120.4964091
2992,Tarnow,Poland,50.0259883,20.9640584
2993,Tarragona,Spain,41.1172364,1.2546057
2994,Tarsus,Turkey,36.9164834,34.895149
2995,Tartu,Estonia,58.3801207,26.72245
2996,Tartus,Syria,34.8936225,35.885167
2997,Tashkent,Uzbekistan,41.3123363,69.2787079
2998,Tasikmalaya,Indonesia,-7.4271708,108.0684231
2999,Taubaté,Brazil,-23.031448,-45.5612792
3000,Taunggyi,Burma,20.7907874,97.0364294
3001,Tauranga,New Zealand,-37.6859006,176.167505
3002,Tawau,Malaysia,4.2435206,117.885331
3003,Taytay,Philippines,14.5706996,121.13202
3004,Tbilisi,Georgia,41.6934591,44.8014495
3005,Tebingtinggi,Indonesia,0.8537128,102.7097407
3006,Tegal,Indonesia,-7.0564434,109.1315766
3007,Tegucigalpa,Honduras,14.1057433,-87.2040052
3008,Tehuacán,Mexico,18.4599877,-97.3903616
3009,Tekirdag,Turkey,40.9913019,27.3676293
3010,Tel Aviv Yafo,Israel,32.0852997,34.7818064
3011,Teluknaga,Indonesia,-6.0536646,106.6578901
3012,Tema,Ghana,5.6596441,-0.0096592
3013,Tembisa,South Africa,-26.0221753,28.2014478
3014,Temirtau,Kazakhstan,50.0587825,72.9535681
3015,Tempe,United States,33.4255117,-111.9400164
3016,Temuco,Chile,-38.7362611,-72.590546
3017,Tenali,India,16.2377735,80.6464219
3018,Tengzhou,China,35.1139509,117.1600052
3019,Tepic,Mexico,21.5119156,-104.8915889
3020,Teresina,Brazil,-5.0874608,-42.8049571
3021,Teresópolis,Brazil,-22.4164578,-42.975194
3022,Termiz,Uzbekistan,37.2442466,67.283151
3023,Ternate,Indonesia,0.7852338,127.3831752
3024,Terni,Italy,42.6539486,12.4396528
3025,Terrassa,Spain,41.5629623,2.0100492
3026,Teshie,Ghana,5.5822343,-0.1135104
3027,Tete,Mozambique,-15.5205193,32.7682742
3028,Texcoco,Mexico,19.4755907,-98.8553964
3029,Teófilo Otoni,Brazil,-17.8579267,-41.5081533
3030,Thana,India,19.2148094,72.9709517
3031,Thanesar,India,29.9930395,76.8292228
3032,Thanh Hóa,Vietnam,19.9781573,105.4816107
3033,Thanjavur,India,10.7860267,79.1381497
3034,Thanyaburi,Thailand,14.0201469,100.7345277
3035,Thaton,Burma,16.9136941,97.3689718
3036,The Hague,Netherlands,52.0799838,4.3113461
3037,Thessaloníki,Greece,40.6403167,22.9352716
3038,Thiruvananthapuram,India,8.4882267,76.947551
3039,Thiès,Senegal,14.7948093,-16.9529272
3040,Thornton,United States,39.8695516,-104.985181
3041,Thousand Oaks,United States,34.1705609,-118.8375937
3042,Thrissur,India,10.5270099,76.214621
3043,Thái Nguyên,Vietnam,21.592477,105.8435398
3044,Tianjin,China,39.1175488,117.1913008
3045,Tianmen,China,30.6659683,113.1605599
3046,Tieli,China,46.856397,128.549903
3047,Tieling,China,42.2895233,123.8394899
3048,Tighina,Moldova,46.8218177,29.4819196
3049,Tijuana,Mexico,32.5317397,-117.019529
3050,Tilburg,Netherlands,51.5856184,5.0660616
3051,Timisoara,Romania,45.7538355,21.2257474
3052,Timon,Brazil,-5.1004341,-42.8312018
3053,Tirana,Albania,41.3281482,19.8184435
3054,Tiruchchirappalli,India,10.8067917,78.7039861
3055,Tirunelveli,India,8.7012203,77.5792694
3056,Tirupati,India,13.6316368,79.4231711
3057,Tiruppur,India,11.1017815,77.345192
3058,Tiruvannamalai,India,12.2271378,79.0701288
3059,Tiruvottiyur,India,13.1563873,80.3005279
3060,Titagarh,India,22.7419198,88.379201
3061,Tlalnepantla,Mexico,19.0084963,-98.9971161
3062,Tlaquepaque,Mexico,20.6397718,-103.3120428
3063,Toamasina,Madagascar,-18.1553985,49.4098352
3064,Toda,Japan,35.8175874,139.6778944
3065,Tokat,Turkey,40.3865828,36.656546
3066,Tokorozawa,Japan,35.7994271,139.4687478
3067,Tokuyama,Japan,34.0510183,131.8020941
3068,Tokyo,Japan,35.6840574,139.7744912
3069,Toledo,Philippines,10.3749385,123.6344069
3070,Toliary,Madagascar,-23.343912,43.6756399
3071,Toluca,Mexico,19.292545,-99.6569007
3072,Tolyatti,Russia,53.5149884,49.4073316
3073,Tomakomai,Japan,42.6340602,141.6055453
3074,Toms River,United States,39.9526791,-74.1968257
3075,Tomsk,Russia,58.6124279,82.0475315
3076,Tonalá,Mexico,20.6185208,-103.2227359
3077,Tondabayashi,Japan,34.478781,135.595519
3078,Tongchuan,China,34.8972729,108.9403845
3079,Tongliao,China,43.6165326,122.2601837
3080,Tongling,China,30.9474585,117.805068
3081,Tongzhou,China,39.9152149,116.7229253
3082,Tonk,India,26.1647019,75.576596
3083,Topeka,United States,39.049011,-95.677556
3084,Toronto,Canada,43.6534817,-79.3839347
3085,Torrance,United States,33.8358492,-118.3406288
3086,Torrejón De Ardoz,Spain,40.4587767,-3.4793343
3087,Torreón,Mexico,25.542698,-103.410512
3088,Torun,Poland,53.0102721,18.6048094
3089,Tottori,Japan,35.3555075,133.8678525
3090,Touliu,Taiwan,23.7050525,120.5372523
3091,Toulon,France,43.1257311,5.9304919
3092,Toulouse,France,43.6044622,1.4442469
3093,Toungoo,Burma,18.9402101,96.4332782
3094,Tours,France,47.3900474,0.6889268
3095,Townsville,Australia,-19.2569391,146.8239537
3096,Toyohashi,Japan,34.769123,137.391461
3097,Toyokawa,Japan,34.827644,137.378586
3098,Toyonaka,Japan,34.7862025,135.4737093
3099,Toyota,Japan,35.15195,137.301478
3100,Trabzon,Turkey,41.0054605,39.7301463
3101,Trelew,Argentina,-43.2531242,-65.3094407
3102,Trento,Italy,46.1029536,11.1297425
3103,Trier,Germany,49.7596208,6.6441878
3104,Trieste,Italy,45.6496485,13.7772781
3105,Trincomalee,Sri Lanka,8.576425,81.2344952
3106,Tripoli,Libya,32.896672,13.1777923
3107,Trois Rivières,Canada,46.3432325,-72.5428485
3108,Trondheim,Norway,63.4304475,10.3952118
3109,Trujillo,Peru,-8.1116778,-79.0287742
3110,Tshikapa,Congo (Democratic Republic Of The),-6.41621,20.79995
3111,Tsuchiura,Japan,36.0786297,140.2045934
3112,Tsukuba,Japan,36.0833265,140.077279
3113,Tubruq,Libya,32.0773764,23.9599988
3114,Tucheng,Taiwan,24.972201,121.443348
3115,Tucson,United States,32.2228765,-110.974847
3116,Tucuman,Argentina,-26.5643582,-64.882397
3117,Tuguegarao,Philippines,17.6118858,121.7300377
3118,Tula,Russia,54.1930321,37.61754
3119,Tulancingo,Mexico,20.0839585,-98.3635381
3120,Tulsa,United States,36.1563122,-95.9927516
3121,Tuluá,Colombia,4.0856667,-76.1972779
3122,Tumbes,Peru,-3.833333,-80.5
3123,Tumkur,India,13.3400771,77.1006208
3124,Tungi,Bangladesh,23.89154,90.40232
3125,Tunis,Tunisia,33.8439408,9.400138
3126,Tunja,Colombia,5.5324313,-73.3616014
3127,Turgutlu,Turkey,38.5000458,27.7084176
3128,Turhal,Turkey,40.3868287,36.0838319
3129,Turin,Italy,45.0677551,7.6824892
3130,Turku,Finland,60.4517531,22.2670522
3131,Turmero,Venezuela,10.2217183,-67.4865808
3132,Tuxtla Gutiérrez,Mexico,16.753801,-93.115959
3133,Tuzla,Bosnia And Herzegovina,44.5391105,18.675193
3134,Tver,Russia,56.858675,35.9208284
3135,Tychy,Poland,50.114397,18.9965933
3136,Tyumen,Russia,57.153534,65.542274
3137,Tétouan,Morocco,35.570175,-5.3742776
3138,Türkmenabat,Turkmenistan,39.0733839,63.5831564
3139,Ube,Japan,33.9518498,131.2472243
3140,Uberaba,Brazil,-19.750833,-47.936666
3141,Uberlândia,Brazil,-18.9188041,-48.2767837
3142,Ubon Ratchathani,Thailand,15.1879684,105.3269544
3143,Udgir,India,18.4374361,77.1105215
3144,Udon Thani,Thailand,17.5211917,102.6680012
3145,Udupi,India,13.3419169,74.7473232
3146,Ueda,Japan,36.4021192,138.2490506
3147,Ufa,Russia,54.7261409,55.947499
3148,Ugep,Nigeria,5.8086,8.0812
3149,Uitenhage,South Africa,-33.7678979,25.3978174
3150,Uji,Japan,34.8933744,135.8059219
3151,Ujjain,India,23.1885131,75.7716562
3152,Ukhta,Russia,63.5623797,53.6842376
3153,Ulaanbaatar,Mongolia,47.9184676,106.9177016
3154,Ulan Ude,Russia,51.8357841,107.5839105
3155,Ulhasnagar,India,19.1938161,73.1914323
3156,Ulm,Germany,48.3974003,9.9934336
3157,Ulubaria,India,22.4756,88.09898
3158,Ulyanovsk,Russia,54.3107593,48.3642771
3159,Umm Durman,Sudan,15.6445536,32.4777311
3160,Umuahia,Nigeria,5.5324032,7.4924165
3161,Ungaran,Indonesia,-7.1290892,110.4038912
3162,Unnao,India,26.5755037,80.6137618
3163,Uppsala,Sweden,59.8586126,17.6387436
3164,Urayasu,Japan,35.6530518,139.9018495
3165,Urdaneta,Philippines,15.9759995,120.5668992
3166,Urfa,Turkey,37.2595198,39.0408174
3167,Uromi,Nigeria,6.7086526,6.3296676
3168,Uruapan,Mexico,19.4060961,-102.0343072
3169,Uruguaiana,Brazil,-29.7560726,-57.0867546
3170,Usak,Turkey,38.609666,29.3306506
3171,Ussuriysk,Russia,43.7972447,131.9520752
3172,Ust Ilimsk,Russia,57.959473,102.734192
3173,Utrecht,Netherlands,52.0809856,5.127684
3174,Uvira,Congo (Democratic Republic Of The),-3.39534,29.13779
3175,Uyo,Nigeria,5.0322447,7.924791
3176,Uzhhorod,Ukraine,48.6223731,22.3022572
3177,Vadodara,India,22.2973142,73.1942567
3178,Valdivia,Chile,-39.8141262,-73.2459859
3179,Valencia,Spain,39.4697065,-0.3763353
3180,Valladolid,Spain,41.6521328,-4.728562
3181,Valledupar,Colombia,10.4651733,-73.2529512
3182,Vallejo,United States,38.1040864,-122.2566367
3183,Valparaiso,Chile,-33.0458456,-71.6196749
3184,Van,Turkey,38.3249599,43.6589825
3185,Vanadzor,Armenia,40.8112384,44.4851821
3186,Vancouver,Canada,49.2608724,-123.113952
3187,Vanderbijlpark,South Africa,-26.706891,27.836271
3188,Varamin,Iran,35.3283255,51.6460307
3189,Varanasi,India,25.3356491,83.0076292
3190,Varginha,Brazil,-21.5565914,-45.4340674
3191,Varna,Bulgaria,43.2073873,27.9166653
3192,Vejalpur,India,23.0069372,72.5208415
3193,Velikie Luki,Russia,56.342361,30.527922
3194,Velikiy Novgorod,Russia,58.5209862,31.2757862
3195,Velluru,India,12.9071753,79.1309695
3196,Venice,Italy,45.4371908,12.3345898
3197,Veracruz,Mexico,19.333333,-96.666667
3198,Veraval,India,20.9101099,70.365279
3199,Vereeniging,South Africa,-26.6747222,27.9261111
